Coefficient
19.804377871538986
5.785506506893484
4.615301135901101
1.7783558255324698
1.4098168978610233
1.4032844590067823
1.4008487419496045
1.1101797663201531
1.034007105147751
1.0308651988107234
0.8138188153207062
0.7595719554749875
0.6323914961482644
0.6025716365000878
0.5928846600544782
0.3061411966291504
0.2944944374019625
0.2570629492106377
0.2171393307502479
0.1612929861500806
0.15486131826237387
0.08584475927609767
0.0823310234314948
